Word, Guesses, Count
ombre,"salet, wreck, rouge, ybore, ombre",5
omega,"salet, zebra, omega",3
onion,"salet, young, known, onion",4
onset,"salet, upset, reset, onset",4
opera,"salet, zebra, opera",3
opine,"salet, wreck, venue, phone, opine",5
opium,"salet, young, proud, opium",4
optic,"salet, youth, intro, optic",4
orbit,"salet, wight, print, fruit, orbit",5
order,"salet, women, video, order",4
organ,"salet, woman, organ",3
other,"salet, voter, twoer, other",4
otter,"salet, voter, outer, ofter, opter, oxter, otter",7
ought,"salet, wight, ought",3
ounce,"salet, wreck, voice, ounce",4
outdo,"salet, youth, turbo, outdo",4
outer,"salet, voter, outer",3
outgo,"salet, youth, turbo, outdo, outgo",5
ovary,"salet, woman, audio, ovary",4
ovate,"salet, tweak, meaty, crate, agate, ovate",6
overt,"salet, theft, inert, exert, overt",5
ovine,"salet, wreck, venue, ovine",4
ovoid,"salet, young, widow, dhobi, ovoid",5
owing,"salet, young, wrong, owing",4
owner,"salet, women, owner",3
oxide,"salet, wreck, venue, oxide",4
ozone,"salet, wreck, venue, phone, ozone",5
paddy,"salet, wagon, rapid, paddy",4
pagan,"salet, wagon, pagan",3
paint,"salet, yacht, tarot, paint",4
paler,"salet, paled, paler",3
palsy,"salet, walls, balsa, palsy",4
panel,"salet, panel",2
panic,"salet, wagon, ranch, panic",4
pansy,"salet, mason, pansy",3
papal,"salet, naval, papal",3
paper,"salet, raven, wafer, payer, paper",5
parer,"salet, raven, wafer, payer, paper, pager, pacer, parer",8
parka,"salet, wagon, rapid, parry, parma, parka",6
parry,"salet, wagon, rapid, parry",4
parse,"salet, raise, parse",3
party,"salet, watch, tardy, party",4
pasta,"salet, tasty, rasta, pasta",4
paste,"salet, waste, taste, paste",4
pasty,"salet, tasty, nasty, masty, vasty, hasty, pasty",7
patch,"salet, watch, match, patch",4
patio,"salet, watch, ratio, patio",4
patsy,"salet, tasty, patsy",3
patty,"salet, watch, ratio, fatty, patty",5
pause,"salet, raise, pause",3
payee,"salet, raven, cameo, waxed, payee",5
payer,"salet, raven, wafer, payer",4
peace,"salet, zebra, vegan, peace",4
peach,"salet, zebra, vegan, peace, peach",5
pearl,"salet, whale, learn, pearl",4
pecan,"salet, zebra, vegan, dewan, pekan, pecan",6
pedal,"salet, whale, renal, legal, medal, dedal, pedal",7
penal,"salet, whale, renal, penal",4
pence,"salet, wreck, voice, hence, fence, pence",6
penne,"salet, wreck, venue, menge, benne, penne",6
penny,"salet, wreck, venue, penny",4
perch,"salet, wreck, cerci, mercy, perch",5
peril,"salet, yield, olive, bezil, meril, peril",6
perky,"salet, wreck, perky",3
pesky,"salet, whose, resin, jesus, pesky",5
pesto,"salet, these, vests, besti, festy, pesto",6
petal,"salet, plate, petal",3
petty,"salet, white, petty",3
phase,"salet, phase",2
phone,"salet, wreck, venue, phone",4
phony,"salet, young, irony, phony",4
photo,"salet, youth, photo",3
piano,"salet, woman, piano",3
picky,"salet, young, privy, picky",4
piece,"salet, wreck, piece",3
piety,"salet, white, piety",3
piggy,"salet, young, piggy",3
pilot,"salet, mulct, pilot",3
pinch,"salet, young, pinch",3
piney,"salet, women, under, nebek, piney",5
pinky,"salet, young, windy, hinky, zinky, kinky, pinky",7
pinto,"salet, youth, proto, pinto",4
piper,"salet, women, upper, viper, piper",5
pique,"salet, wreck, venue, pique",4
pitch,"salet, youth, witch, pitch",4
pithy,"salet, youth, itchy, pithy",4
pivot,"salet, wight, pinot, pivot",4
pixel,"salet, wheel, revel, model, pixel",5
pixie,"salet, wreck, venue, oxide, pyxie, pixie",6
pizza,"salet, woman, quark, pizza",4
place,"salet, whale, place",3
plaid,"salet, zonal, plaid",3
plain,"salet, zonal, plain",3
plait,"salet, plant, platt, plait",4
plane,"salet, whale, place, plane",4
plank,"salet, zonal, plain, plank",4
plant,"salet, plant",2
plate,"salet, plate",2
plaza,"salet, zonal, glazy, plaza",4
plead,"salet, whale, renal, plead",4
pleat,"salet, leapt, pleat",3
plied,"salet, wheel, ulcer, flied, plied",5
plier,"salet, wheel, ulcer, older, flyer, elver, plier",7
pluck,"salet, would, plump, pluff, pluck",5
plumb,"salet, would, plump, plumy, plumb",5
plume,"salet, yield, plume",3
plump,"salet, would, plump",3
plunk,"salet, would, plump, pluff, pluck, plunk",6
plush,"salet, plush",2
poesy,"salet, whose, verso, poesy",4
point,"salet, wight, print, point",4
poise,"salet, whose, posse, poyse, poise",5
poker,"salet, women, roger, poker",4
polar,"salet, villa, polar",3
polka,"salet, villa, mulga, polka",4
polyp,"salet, willy, pylon, polyp",4
pooch,"salet, young, porch, pooch",4
poppy,"salet, young, worry, hobby, moody, cocky, pozzy, poppy",8
porch,"salet, young, porch",3
poser,"salet, usher, poser",3
posit,"salet, visit, musit, rosit, posit",5
posse,"salet, whose, posse",3
pouch,"salet, young, bourd, houff, mouch, couch, pouch",7
pound,"salet, young, round, pound",4
pouty,"salet, youth, pouty",3
power,"salet, women, power",3
prank,"salet, woman, ninja, prank",4
prawn,"salet, woman, drawn, prawn",4
preen,"salet, women, vixen, queen, green, preen",6
press,"salet, whose, press",3
price,"salet, wreck, price",3
prick,"salet, young, which, prick",4
pride,"salet, wreck, urine, prime, prize, pride",6
pried,"salet, women, upper, creep, prief, pried",6
prime,"salet, wreck, urine, prime",4
primo,"salet, young, widow, choir, primo",5
print,"salet, wight, print",3
prior,"salet, young, widow, prior",4
prism,"salet, virus, prism",3
privy,"salet, young, privy",3
prize,"salet, wreck, urine, prime, prize",5
probe,"salet, wreck, urine, prove, prore, probe",6
prone,"salet, wreck, urine, prone",4
prong,"salet, young, wrong, prong",4
proof,"salet, young, widow, proof",4
prose,"salet, whose, prose",3
proud,"salet, young, proud",3
prove,"salet, wreck, urine, prove",4
prowl,"salet, would, blowy, growl, prowl",5
proxy,"salet, young, proxy",3
prude,"salet, wreck, urine, prude",4
prune,"salet, wreck, urine, prune",4
psalm,"salet, usual, asyla, psalm",4
pubic,"salet, young, quick, cupid, pubic",5
pudgy,"salet, young, rugby, fudgy, judgy, pudgy",6
puffy,"salet, young, puppy, puffy",4
pulpy,"salet, willy, bulgy, hulky, pulpy",5
pulse,"salet, pulse",2
punch,"salet, young, unzip, punch",4
pupal,"salet, zonal, rural, pupal",4
pupil,"salet, would, pupil",3
puppy,"salet, young, puppy",3
puree,"salet, women, upper, pured, puree",5
purer,"salet, women, upper, pucer, puker, purer",6
purge,"salet, wreck, rouge, gurge, purge",5
purse,"salet, whose, verse, nurse, purse",5
pushy,"salet, virus, pushy",3
putty,"salet, youth, unity, cutty, butty, gutty, jutty, rutty, tutty, vutty, putty",11
pygmy,"salet, young, piggy, pygmy",4
quack,"salet, woman, quark, quack",4
quail,"salet, zonal, quail",3
quake,"salet, zebra, ocean, image, quake",5
qualm,"salet, zonal, plaid, jhala, qualm",5
quark,"salet, woman, quark",3
quart,"salet, tract, boart, apart, quart",5
quash,"salet, quasi, quass, quash",4
quasi,"salet, quasi",2
queen,"salet, women, vixen, queen",4
queer,"salet, women, upper, buyer, queer",5
quell,"salet, yield, chelp, knell, quell",5
query,"salet, wreck, query",3
quest,"salet, quest",2
queue,"salet, wreck, queue",3
quick,"salet, young, quick",3
quiet,"salet, unmet, quiet",3
quill,"salet, would, curly, quill",4
quilt,"salet, quilt",2
quirk,"salet, young, quick, quirk",4
quite,"salet, white, unite, quite",4
quota,"salet, wrath, quota",3
quote,"salet, white, quote",3
quoth,"salet, youth, quoth",3
rabbi,"salet, wagon, rapid, rahui, rabbi",5
rabid,"salet, wagon, rapid, rabid",4
racer,"salet, raven, racer",3
radar,"salet, wagon, rapid, radar",4
radii,"salet, wagon, rapid, radii",4
radio,"salet, wagon, radio",3
rainy,"salet, wagon, ranch, rainy",4
raise,"salet, raise",2
rajah,"salet, wagon, rapid, rammy, rajah",5
rally,"salet, valid, ralph, rally",4
ralph,"salet, valid, ralph",3
ramen,"salet, raven, ramen",3
ranch,"salet, wagon, ranch",3
randy,"salet, wagon, ranch, ranid, randy",5
range,"salet, range",2
rapid,"salet, wagon, rapid",3
rarer,"salet, raven, racer, razer, rarer",5
raspy,"salet, mason, raspy",3
ratio,"salet, watch, ratio",3
ratty,"salet, watch, ratio, ratty",4
raven,"salet, raven",2
rayon,"salet, wagon, canon, radon, rayon",5
razor,"salet, wagon, vapor, maror, razor",5
reach,"salet, zebra, ready, reame, reach",5
react,"salet, treat, heart, react",4
ready,"salet, zebra, ready",3
realm,"salet, whale, realm",3
rearm,"salet, zebra, weary, deare, rearm",5
rebar,"salet, zebra, rebar",3
rebel,"salet, wheel, revel, refel, rebel",5
rebus,"salet, whose, resin, reefs, recks, redds, repps, rebus",8
rebut,"salet, theft, remit, rebut",4
recap,"salet, zebra, ready, reman, regar, rewax, recap",7
recur,"salet, wreck, recur",3
recut,"salet, theft, remit, rebut, recut",5
reedy,"salet, wreck, query, reefy, reedy",5
refer,"salet, women, upper, river, refer",5
refit,"salet, theft, refit",3
regal,"salet, whale, renal, regal",4
rehab,"salet, zebra, begar, rehab",4
reign,"salet, wreck, rouge, reign",4
relax,"salet, relay, relax",3
relay,"salet, relay",2
relic,"salet, welch, celli, melic, relic",5
remit,"salet, theft, remit",3
renal,"salet, whale, renal",3
renew,"salet, women, endew, vinew, renew",5
repay,"salet, zebra, ready, repay",4
repel,"salet, wheel, revel, refel, rebel, repel",6
reply,"salet, yield, reply",3
rerun,"salet, wreck, rouge, rebuy, redux, rerun",6
reset,"salet, upset, reset",3
resin,"salet, whose, resin",3
retch,"salet, white, fetch, ketch, vetch, retch",6
retro,"salet, white, trend, fetor, metro, retro",6
retry,"salet, white, trend, retro, retry",5
reuse,"salet, whose, verse, reuse",4
revel,"salet, wheel, revel",3
revue,"salet, wreck, rouge, revue",4
rhino,"salet, young, rhino",3
rhyme,"salet, wreck, rouge, revie, rhyne, rhyme",6
rider,"salet, women, upper, river, ricer, rifer, rider",7
ridge,"salet, wreck, rouge, ridge",4
rifle,"salet, yield, birle, rifle",4
right,"salet, wight, right",3
rigid,"salet, young, rigid",3
rigor,"salet, young, vigor, rigor",4
rinse,"salet, whose, verse, rinse",4
ripen,"salet, women, vixen, dizen, ripen",5
riper,"salet, women, upper, viper, piper, riper",6
risen,"salet, usher, wires, risen",4
riser,"salet, usher, poser, riser",4
risky,"salet, virus, risky",3
rival,"salet, zonal, rural, rival",4
river,"salet, women, upper, river",4
rivet,"salet, unmet, octet, greet, rivet",5
roach,"salet, woman, roach",3
roast,"salet, toast, coast, roast",4
robin,"salet, young, robin",3
robot,"salet, wight, front, torot, robot",5
rocky,"salet, young, worry, roofy, rocky",5
rodeo,"salet, women, roger, rodeo",4
roger,"salet, women, roger",3
rogue,"salet, wreck, rouge, rogue",4
roomy,"salet, young, worry, roofy, rooky, roopy, roomy",7
roost,"salet, visit, worst, roust, royst, roost",6
rotor,"salet, youth, topic, kotow, roton, rotor",6
rouge,"salet, wreck, rouge",3
rough,"salet, young, rough",3
round,"salet, young, round",3
rouse,"salet, whose, posse, mouse, rouse",5
route,"salet, white, quote, route",4
rover,"salet, women, roger, rover",4
rowdy,"salet, young, worry, rowdy",4
rower,"salet, women, power, rower",4
royal,"salet, zonal, royal",3
ruddy,"salet, young, puppy, mummy, juicy, fuzzy, burry, ruddy",8
ruder,"salet, women, upper, buyer, queer, ruder",6
rugby,"salet, young, rugby",3
ruler,"salet, ruler",2
rumba,"salet, woman, rumba",3
rumor,"salet, young, proud, rumor",4
rupee,"salet, women, upper, rupee",4
rural,"salet, zonal, rural",3
rusty,"salet, truss, rusty",3
sadly,"salet, sadly",2
safer,"salet, sayer, saber, sager, saker, saser, saver, sawer, safer",9
saint,"salet, sabot, saist, saint",4
salad,"salet, salon, salal, salad",4
sally,"salet, salon, salad, salic, salpa, sally",6
salon,"salet, salon",2
salsa,"salet, salon, sally, salal, salic, salpa, salsa",7
salty,"salet, salts, salty",3
salve,"salet, salle, salse, salue, salve",5
salvo,"salet, salon, salvo",3
sandy,"salet, savvy, sassy, saucy, sandy",5
saner,"salet, sayer, saber, sager, saker, saser, saver, sawer, safer, saner",10
sappy,"salet, savvy, sassy, saucy, sandy, sappy",6
sassy,"salet, savvy, sassy",3
satin,"salet, satis, satin",3
satyr,"salet, satis, satyr",3
sauce,"salet, sarge, sasse, sadhe, saice, sauce",6
saucy,"salet, savvy, sassy, saucy",4
sauna,"salet, savvy, saros, sansa, sauna",5
saute,"salet, saute",2
savor,"salet, savvy, savor",3
savoy,"salet, savvy, savoy",3
savvy,"salet, savvy",2
scald,"salet, small, scalp, scaly, scala, scald",6
scale,"salet, slave, scale",3
scalp,"salet, small, scalp",3
scaly,"salet, small, scalp, scaly",4
scamp,"salet, swamp, scamp",3
scant,"salet, start, shaft, scatt, scant",5
scare,"salet, swear, spare, share, seare, soare, scare",7
scarf,"salet, swamp, shark, scary, scarf",5
scary,"salet, swamp, shark, scary",4
scene,"salet, surge, spoke, swine, scene",5
scent,"salet, spent, stent, shent, sient, suent, scent",7
scion,"salet, syrup, swing, scion",4
scoff,"salet, syrup, swing, shock, scoff",5
scold,"salet, swirl, slush, skols, scold",5
scone,"salet, surge, spoke, shove, scone",5
scoop,"salet, syrup, snoop, scoop",4
scope,"salet, surge, spoke, scope",4
score,"salet, surge, swore, spore, smore, score",6
scorn,"salet, syrup, sword, smorg, scorn",5
scour,"salet, syrup, shiur, scour",4
scout,"salet, swift, stunt, smout, scout",5
scowl,"salet, swirl, scowl",3
scram,"salet, swamp, sumac, scram",4
scrap,"salet, swamp, scrap",3
scree,"salet, sweep, sober, siren, sures, shred, scree",7
screw,"salet, sweep, sower, screw",4
scrub,"salet, syrup, shrub, scrub",4
scrum,"salet, syrup, shrub, sorus, scrum",5
scuba,"salet, swamp, sugar, scuba",4
sedan,"salet, swear, senas, sedan",4
seedy,"salet, surge, spend, seeds, seedy",5
segue,"salet, surge, segue",3
seize,"salet, surge, spoke, swine, seize",5
semen,"salet, sweep, sober, seven, seyen, semen",6
sense,"salet, surge, spoke, swine, sense",5
sepia,"salet, swear, space, sepia",4
serif,"salet, surge, serif",3
serum,"salet, surge, serum",3
serve,"salet, surge, serve",3
setup,"salet, suite, setup",3
seven,"salet, sweep, sober, seven",4
sever,"salet, sweep, sober, skier, seder, sefer, serer, sexer, sever",9
sewer,"salet, sweep, sower, sewer",4
shack,"salet, swamp, shark, shack",4
shade,"salet, swear, space, snake, shade",5
shady,"salet, swamp, shark, shady",4
shaft,"salet, start, shaft",3
shake,"salet, swear, space, snake, shake",5
shaky,"salet, swamp, shark, shaky",4
shale,"salet, slave, scale, shale",4
shall,"salet, small, shall",3
shalt,"salet, slart, smalt, spalt, shalt",5
shame,"salet, swear, space, snake, shade, shame",6
shank,"salet, swamp, shark, shack, shank",5
shape,"salet, swear, space, shape",4
shard,"salet, swamp, shark, shard",4
share,"salet, swear, spare, share",4
shark,"salet, swamp, shark",3
sharp,"salet, swamp, sharp",3
shave,"salet, swear, space, snake, shade, shame, shave",7
shawl,"salet, small, snail, shaul, shawl",5
shear,"salet, swear, spear, skear, shear",5
sheen,"salet, sweep, sheer, sheen",4
sheep,"salet, sweep, sheep",3
sheer,"salet, sweep, sheer",3
sheet,"salet, sheet",2
sheik,"salet, surge, spend, seems, sheik",5
shelf,"salet, smile, shell, shelf",4
shell,"salet, smile, shell",3
shied,"salet, sweep, sober, seven, skies, shied",6
shift,"salet, swift, snift, shift",4
shine,"salet, surge, spoke, swine, shine",5
shiny,"salet, syrup, smoky, shiny",4
shire,"salet, surge, swore, shere, shire",5
shirk,"salet, syrup, sword, smirk, shirk",5
shirt,"salet, swift, shist, shirt",4
shoal,"salet, small, shoal",3
shock,"salet, syrup, swing, shock",4
shone,"salet, surge, spoke, shove, shone",5
shook,"salet, syrup, swing, shock, shook",5
shoot,"salet, swift, stunt, short, shoot",5
shore,"salet, surge, swore, spore, smore, score, shore",7
shorn,"salet, syrup, sword, smorg, scorn, shorn",6
short,"salet, swift, stunt, short",4
shout,"salet, swift, stunt, smout, scout, shout",6
shove,"salet, surge, spoke, shove",4
shown,"salet, syrup, swing, shown",4
showy,"salet, syrup, smoky, snowy, showy",5
shrew,"salet, sweep, sower, screw, shrew",5
shrub,"salet, syrup, shrub",3
shrug,"salet, syrup, shrub, shrug",4
shuck,"salet, syrup, sushi, shuck",4
shunt,"salet, swift, stunt, shunt",4
shush,"salet, syrup, sushi, shuck, shuns, shush",6
shyly,"salet, swirl, slush, shyly",4
siege,"salet, surge, siege",3
sieve,"salet, surge, spoke, swine, sieve",5
sight,"salet, swift, sicht, sight",4
sigma,"salet, swamp, sigma",3
silky,"salet, sully, silky",3
silly,"salet, sully, silly",3
since,"salet, surge, spoke, swine, since",5
sinew,"salet, sweep, sower, sinew",4
singe,"salet, surge, siege, singe",4
siren,"salet, sweep, sober, siren",4
sissy,"salet, syrup, smoky, shiny, sissy",5
sixth,"salet, study, smith, sixth",4
sixty,"salet, study, sixty",3
skate,"salet, steam, skate",3
skier,"salet, sweep, sober, skier",4
skiff,"salet, syrup, swing, shims, skiff",5
skill,"salet, swirl, skill",3
skimp,"salet, syrup, snoop, skimp",4
skirt,"salet, swift, shist, skint, skirt",5
skulk,"salet, swirl, slush, sculk, skulk",5
skull,"salet, swirl, skull",3
skunk,"salet, syrup, sushi, sound, skunk",5
slack,"salet, small, slash, slang, slack",5
slain,"salet, small, slash, slang, slain",5
slang,"salet, small, slash, slang",4
slant,"salet, slart, slant",3
slash,"salet, small, slash",3
slate,"salet, steal, slate",3
slave,"salet, slave",2
sleek,"salet, sleep, sleer, sleek",4
sleep,"salet, sleep",2
sleet,"salet, sleet",2
slept,"salet, spelt, slept",3
slice,"salet, smile, slide, slice",4
slick,"salet, swirl, sling, slips, slily, slish, slick",7
slide,"salet, smile, slide",3
slime,"salet, smile, slime",3
slimy,"salet, swirl, sling, slips, slily, slimy",6
sling,"salet, swirl, sling",3
slink,"salet, swirl, sling, slink",4
sloop,"salet, swirl, slush, sloop",4
slope,"salet, smile, slove, slope",4
slosh,"salet, swirl, slush, slosh",4
sloth,"salet, still, slots, sloth",4
slump,"salet, swirl, slush, slump",4
slung,"salet, swirl, slush, slump, slubb, sluff, slugs, slung",8
slunk,"salet, swirl, slush, slump, slung, slunk",6
slurp,"salet, swirl, slurp",3
slush,"salet, swirl, slush",3
slyly,"salet, swirl, slush, sloop, slyly",5
smack,"salet, swamp, smash, smaak, smaik, smack",6
small,"salet, small",2
smart,"salet, start, smart",3
smash,"salet, swamp, smash",3
smear,"salet, swear, spear, skear, shear, smear",6
smell,"salet, smile, smell",3
smelt,"salet, spelt, swelt, smelt",4
smile,"salet, smile",2
smirk,"salet, syrup, sword, smirk",4
smite,"salet, suite, spite, shite, skite, smite",6
smith,"salet, study, smith",3
smock,"salet, syrup, swing, shock, smock",5
smoke,"salet, surge, spoke, smoke",4
smoky,"salet, syrup, smoky",3
smote,"salet, suite, sente, shote, soote, smote",6
snack,"salet, swamp, shark, snack",4
snail,"salet, small, snail",3
snake,"salet, swear, space, snake",4
snaky,"salet, swamp, shark, skags, snaky",5
snare,"salet, swear, spare, share, seare, soare, scare, snare",8
snarl,"salet, small, snail, snarl",4
sneak,"salet, swear, speak, sneak",4
sneer,"salet, sweep, sheer, skeer, sneer",5
snide,"salet, surge, spoke, swine, snide",5
sniff,"salet, syrup, swing, scion, snibs, sniff",6
snipe,"salet, surge, spoke, swipe, snipe",5
snoop,"salet, syrup, snoop",3
snore,"salet, surge, swore, spore, smore, score, shore, snore",8
snort,"salet, swift, stunt, snort",4
snout,"salet, swift, stunt, snout",4
snowy,"salet, syrup, smoky, snowy",4
snuck,"salet, syrup, sushi, sound, snuff, snubs, snuck",7
snuff,"salet, syrup, sushi, sound, snuff",5
soapy,"salet, swamp, spank, scapa, shaps, soapy",6
sober,"salet, sweep, sober",3
soggy,"salet, syrup, smoky, sonny, soggy",5
solar,"salet, solar",2
solid,"salet, sully, solid",3
solve,"salet, solve",2
sonar,"salet, swamp, sugar, sonar",4
sonic,"salet, syrup, swing, sinds, sonic",5
sooth,"salet, study, smith, sowth, sooth",5
sooty,"salet, study, sixty, sooty",4
sorry,"salet, syrup, sorry",3
sound,"salet, syrup, sushi, sound",4
south,"salet, study, scuts, south",4
sower,"salet, sweep, sower",3
space,"salet, swear, space",3
spade,"salet, swear, space, spake, spane, spade",6
spank,"salet, swamp, spank",3
spare,"salet, swear, spare",3
spark,"salet, swamp, spank, spark",4
spasm,"salet, swamp, spasm",3
spawn,"salet, swamp, spaws, spawn",4
speak,"salet, swear, speak",3
spear,"salet, swear, spear",3
speck,"salet, surge, spend, specs, speck",5
speed,"salet, sweep, speed",3
spell,"salet, smile, shell, spell",4
spelt,"salet, spelt",2
spend,"salet, surge, spend",3
spent,"salet, spent",2
sperm,"salet, surge, seers, sherd, smerk, sperm",6
spice,"salet, surge, spoke, spide, spice",5
spicy,"salet, syrup, spiny, spicy",4
spied,"salet, sweep, super, spies, spied",5
spiel,"salet, sleep, spiel",3
spike,"salet, surge, spoke, spike",4
spiky,"salet, syrup, spiny, spicy, spiky",5
spill,"salet, swirl, skill, spill",4
spilt,"salet, spilt",2
spine,"salet, surge, spoke, spide, spice, spine",6
spiny,"salet, syrup, spiny",3
spire,"salet, surge, swore, shere, skyre, spire",6
spite,"salet, suite, spite",3
splat,"salet, splat",2
split,"salet, split",2
spoil,"salet, swirl, spoil",3
spoke,"salet, surge, spoke",3
spoof,"salet, syrup, spoon, spoom, spoof",5
spook,"salet, syrup, spoon, spoof, spook",5
spool,"salet, swirl, skull, shool, snool, spool",6
spoon,"salet, syrup, spoon",3
spore,"salet, surge, swore, spore",4
sport,"salet, swift, stunt, short, sport",5
spout,"salet, swift, stunt, smout, scout, shout, spout",7
spray,"salet, swamp, spray",3
spree,"salet, sweep, super, spree",4
sprig,"salet, syrup, sprig",3
spunk,"salet, syrup, spunk",3
spurn,"salet, syrup, spurs, spurn",4
spurt,"salet, swift, stunt, souct, spurt",5
squad,"salet, swamp, sugar, squad",4
squat,"salet, start, shoat, squat",4
squib,"salet, syrup, sushi, squib",4
stack,"salet, strap, stash, stand, staff, stack",6
staff,"salet, strap, stash, stand, staff",5
stage,"salet, steam, state, stage",4
staid,"salet, strap, stash, stand, staid",5
stain,"salet, strap, stash, stand, staun, stain",6
stair,"salet, strap, stark, stair",4
stake,"salet, steam, state, stage, stake",5
stale,"salet, steal, stale",3
stalk,"salet, stall, stalk",3
stall,"salet, stall",2
stamp,"salet, strap, stamp",3
stand,"salet, strap, stash, stand",4
stank,"salet, strap, stash, stand, stang, stank",6
stare,"salet, steam, state, stage, stake, stare",6
stark,"salet, strap, stark",3
start,"salet, start",2
stash,"salet, strap, stash",3
state,"salet, steam, state",3
stave,"salet, steam, state, stage, stake, stare, stave",7
stead,"salet, steam, steak, stead",4
steak,"salet, steam, steak",3
steal,"salet, steal",2
steam,"salet, steam",2
steed,"salet, steep, steer, steed",4
steel,"salet, steel",2
steep,"salet, steep",2
steer,"salet, steep, steer",3
stein,"salet, suite, stein",3
stern,"salet, suite, seton, stern",4
stick,"salet, study, storm, stick",4
stiff,"salet, study, storm, stick, stiff",5
still,"salet, still",2
stilt,"salet, spilt, stilt",3
sting,"salet, study, storm, stick, stiff, sting",6
stink,"salet, study, storm, stick, stink",5
stint,"salet, swift, shist, skint, suint, stint",6
stock,"salet, study, storm, stoop, stock",5
stoic,"salet, study, storm, stoop, stock, stoic",6
stoke,"salet, suite, store, stone, stove, stoke",6
stole,"salet, style, stole",3
stomp,"salet, study, storm, stomp",4
stone,"salet, suite, store, stone",4
stony,"salet, study, story, stogy, stony",5
stood,"salet, study, stood",3
stool,"salet, still, stool",3
stoop,"salet, study, storm, stoop",4
store,"salet, suite, store",3
stork,"salet, study, storm, stork",4
storm,"salet, study, storm",3
story,"salet, study, story",3
stout,"salet, swift, stunt, stout",4
stove,"salet, suite, store, stone, stove",5
strap,"salet, strap",2
straw,"salet, strap, strad, strag, strak, straw",6
stray,"salet, strap, straw, stray",4
strip,"salet, study, storm, strig, strip",5
strut,"salet, swift, stunt, stout, strut",5
stuck,"salet, study, stuff, stuck",4
study,"salet, study",2
stuff,"salet, study, stuff",3
stump,"salet, study, stuff, stuck, stump",5
stung,"salet, study, stuff, stuck, stump, stung",6
stunk,"salet, study, stuff, stuck, stunk",5
stunt,"salet, swift, stunt",3
style,"salet, style",2
suave,"salet, swear, space, snake, shade, suave",6
sugar,"salet, swamp, sugar",3
suing,"salet, syrup, sushi, suids, suing",5
suite,"salet, suite",2
sulky,"salet, sully, sulky",3
sully,"salet, sully",2
sumac,"salet, swamp, sumac",3
sunny,"salet, syrup, sunny",3
super,"salet, sweep, super",3
surer,"salet, sweep, sober, skier, seder, shyer, surer",7
surge,"salet, surge",2
surly,"salet, swirl, surly",3
sushi,"salet, syrup, sushi",3
swami,"salet, swamp, swami",3
swamp,"salet, swamp",2
swarm,"salet, swamp, swarm",3
swash,"salet, swamp, swash",3
swath,"salet, strap, swath",3
swear,"salet, swear",2
sweat,"salet, sceat, speat, sweat",4
sweep,"salet, sweep",2
sweet,"salet, sheet, sweet",3
swell,"salet, smile, shell, spell, swell",5
swept,"salet, spent, stept, swept",4
swift,"salet, swift",2
swill,"salet, swirl, swill",3
swine,"salet, surge, spoke, swine",4
swing,"salet, syrup, swing",3
swirl,"salet, swirl",2
swish,"salet, syrup, swing, swish",4
swoon,"salet, syrup, swing, swoon",4
swoop,"salet, syrup, snoop, scoop, swoop",5
sword,"salet, syrup, sword",3
swore,"salet, surge, swore",3
sworn,"salet, syrup, sword, sworn",4
swung,"salet, syrup, sushi, sound, skunk, swung",6
synod,"salet, syrup, sybow, sycon, synod",5
syrup,"salet, syrup",2
tabby,"salet, watch, tardy, taggy, takky, tammy, tanty, tabby",8
table,"salet, table",2
taboo,"salet, watch, tardy, taboo",4
tacit,"salet, yacht, tacit",3
tacky,"salet, watch, tacky",3
taffy,"salet, watch, tardy, taggy, takky, tammy, tanty, tabby, taffy",9
taint,"salet, yacht, tarot, taint",4
taken,"salet, water, taken",3
taker,"salet, water, taper, taber, taver, taxer, taker",7
tally,"salet, waltz, tally",3
talon,"salet, waltz, tally, talon",4
tamer,"salet, water, taper, taber, taver, taxer, taker, tamer",8
tango,"salet, watch, tardy, taboo, tango",5
tangy,"salet, watch, tardy, taggy, tangy",5
taper,"salet, water, taper",3
tapir,"salet, watch, tardy, tabor, tapir",5
tardy,"salet, watch, tardy",3
tarot,"salet, yacht, tarot",3
taste,"salet, waste, taste",3
tasty,"salet, tasty",2
tatty,"salet, watch, ratio, fatty, patty, batty, natty, tatty",8
taunt,"salet, yacht, tarot, taint, taunt",5
tawny,"salet, watch, bawty, tawny",4
teach,"salet, tweak, trade, teach",4
teary,"salet, tweak, trade, teary",4
tease,"salet, tease",2
teddy,"salet, white, trend, teddy",4
teeth,"salet, white, teeth",3
tempo,"salet, white, trend, tepoy, tempo",5
tenet,"salet, unmet, tenet",3
tenor,"salet, white, trend, tenor",4
tense,"salet, these, tense",3
tenth,"salet, white, teeth, tenth",4
tepee,"salet, voter, thief, tweed, tupek, typey, tepee",7
tepid,"salet, white, tepid",3
terra,"salet, tweak, trade, terra",4
terse,"salet, these, tense, temse, terse",5
testy,"salet, these, tends, testy",4
thank,"salet, wrath, thank",3
theft,"salet, theft",2
their,"salet, white, their",3
theme,"salet, white, there, theme",4
there,"salet, white, there",3
these,"salet, these",2
theta,"salet, tweak, theta",3
thick,"salet, youth, think, thick",4
thief,"salet, voter, thief",3
thigh,"salet, youth, witch, thigh",4
thing,"salet, youth, think, thing",4
think,"salet, youth, think",3
third,"salet, youth, think, third",4
thong,"salet, youth, throw, thong",4
thorn,"salet, youth, throw, thorn",4
those,"salet, these, those",3
three,"salet, voter, tried, three",4
